"rules","support","confidence","lift"
"754","{Product C,Product F,Product L} => {Product I}",0.0666666666666667,1,1.36363636363636
"755","{Product C,Product I,Product L} => {Product F}",0.0666666666666667,1,2.14285714285714
"756","{Product C,Product F,Product I} => {Product L}",0.0666666666666667,1,3
"757","{Product H,Product J,Product L} => {Product F}",0.0666666666666667,1,2.14285714285714
"758","{Product F,Product H,Product L} => {Product J}",0.0666666666666667,1,2.5
"759","{Product H,Product J,Product L} => {Product I}",0.0666666666666667,1,1.36363636363636
"760","{Product H,Product I,Product L} => {Product J}",0.0666666666666667,1,2.5
"761","{Product F,Product J,Product L} => {Product I}",0.133333333333333,1,1.36363636363636
"762","{Product F,Product I,Product L} => {Product J}",0.133333333333333,1,2.5
"763","{Product F,Product H,Product L} => {Product I}",0.0666666666666667,1,1.36363636363636
"764","{Product H,Product I,Product L} => {Product F}",0.0666666666666667,1,2.14285714285714
"765","{Product A,Product B,Product C} => {Product I}",0.333333333333333,1,1.36363636363636
"766","{Product A,Product B,Product I} => {Product C}",0.333333333333333,1,2.14285714285714
"767","{Product B,Product C,Product I} => {Product A}",0.333333333333333,1,2.14285714285714
"768","{Product A,Product C,Product I} => {Product B}",0.333333333333333,1,2.5
"769","{Product A,Product G,Product J} => {Product F}",0.0666666666666667,1,2.14285714285714
"770","{Product A,Product F,Product G} => {Product J}",0.0666666666666667,1,2.5
"771","{Product A,Product F,Product J} => {Product G}",0.0666666666666667,1,3
"772","{Product A,Product G,Product J} => {Product I}",0.0666666666666667,1,1.36363636363636
"773","{Product A,Product G,Product I} => {Product J}",0.0666666666666667,1,2.5
"774","{Product A,Product F,Product G} => {Product I}",0.0666666666666667,1,1.36363636363636
"775","{Product A,Product G,Product I} => {Product F}",0.0666666666666667,1,2.14285714285714
"776","{Product A,Product F,Product I} => {Product G}",0.0666666666666667,1,3
"777","{Product E,Product G,Product J} => {Product H}",0.133333333333333,1,2.14285714285714
"778","{Product G,Product H,Product J} => {Product E}",0.133333333333333,1,2.5
"779","{Product E,Product G,Product J} => {Product F}",0.133333333333333,1,2.14285714285714
"780","{Product E,Product G,Product J} => {Product I}",0.133333333333333,1,1.36363636363636
"781","{Product E,Product G,Product I} => {Product J}",0.133333333333333,1,2.5
"782","{Product E,Product G,Product H} => {Product F}",0.266666666666667,1,2.14285714285714
"783","{Product E,Product F,Product G} => {Product H}",0.266666666666667,1,2.14285714285714
"784","{Product F,Product G,Product H} => {Product E}",0.266666666666667,1,2.5
"785","{Product E,Product F,Product H} => {Product G}",0.266666666666667,0.8,2.4
"786","{Product E,Product G,Product I} => {Product H}",0.133333333333333,1,2.14285714285714
"787","{Product G,Product H,Product I} => {Product E}",0.133333333333333,1,2.5
"788","{Product E,Product G,Product I} => {Product F}",0.133333333333333,1,2.14285714285714
"789","{Product G,Product H,Product J} => {Product F}",0.133333333333333,1,2.14285714285714
"790","{Product G,Product H,Product J} => {Product I}",0.133333333333333,1,1.36363636363636
"791","{Product G,Product H,Product I} => {Product J}",0.133333333333333,1,2.5
"792","{Product F,Product G,Product J} => {Product I}",0.2,1,1.36363636363636
"793","{Product G,Product I,Product J} => {Product F}",0.2,1,2.14285714285714
"794","{Product F,Product G,Product I} => {Product J}",0.2,1,2.5
"795","{Product G,Product H,Product I} => {Product F}",0.133333333333333,1,2.14285714285714
"796","{Product A,Product F,Product J} => {Product I}",0.0666666666666667,1,1.36363636363636
"797","{Product A,Product F,Product I} => {Product J}",0.0666666666666667,1,2.5
"798","{Product C,Product H,Product J} => {Product F}",0.0666666666666667,1,2.14285714285714
"799","{Product C,Product F,Product J} => {Product H}",0.0666666666666667,1,2.14285714285714
"800","{Product C,Product F,Product H} => {Product J}",0.0666666666666667,1,2.5
"801","{Product C,Product H,Product J} => {Product I}",0.0666666666666667,1,1.36363636363636
"802","{Product C,Product I,Product J} => {Product H}",0.0666666666666667,1,2.14285714285714
"803","{Product C,Product H,Product I} => {Product J}",0.0666666666666667,1,2.5
"804","{Product C,Product F,Product J} => {Product I}",0.0666666666666667,1,1.36363636363636
"805","{Product C,Product I,Product J} => {Product F}",0.0666666666666667,1,2.14285714285714
"806","{Product C,Product F,Product I} => {Product J}",0.0666666666666667,1,2.5
"807","{Product C,Product F,Product H} => {Product I}",0.0666666666666667,1,1.36363636363636
"808","{Product C,Product H,Product I} => {Product F}",0.0666666666666667,1,2.14285714285714
"809","{Product C,Product F,Product I} => {Product H}",0.0666666666666667,1,2.14285714285714
"810","{Product E,Product H,Product J} => {Product F}",0.2,1,2.14285714285714
"811","{Product E,Product F,Product J} => {Product H}",0.2,1,2.14285714285714
"812","{Product E,Product H,Product J} => {Product I}",0.2,1,1.36363636363636
"813","{Product E,Product I,Product J} => {Product H}",0.2,1,2.14285714285714
"814","{Product E,Product H,Product I} => {Product J}",0.2,1,2.5
"815","{Product E,Product F,Product J} => {Product I}",0.2,1,1.36363636363636
"816","{Product E,Product I,Product J} => {Product F}",0.2,1,2.14285714285714
"817","{Product E,Product F,Product I} => {Product J}",0.2,1,2.5
"818","{Product E,Product H,Product I} => {Product F}",0.2,1,2.14285714285714
"819","{Product E,Product F,Product I} => {Product H}",0.2,1,2.14285714285714
"820","{Product F,Product H,Product J} => {Product I}",0.266666666666667,1,1.36363636363636
"821","{Product H,Product I,Product J} => {Product F}",0.266666666666667,1,2.14285714285714
"822","{Product F,Product I,Product J} => {Product H}",0.266666666666667,0.8,1.71428571428571
"823","{Product F,Product H,Product I} => {Product J}",0.266666666666667,1,2.5
